Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description,
"Haley House Bakery Cafe","12","12 Dade St","Roxbury","MA","(617) 445-0900","42.332034","-71.082518","Restaurants",
"Devlins Restaurant","332","332 Washington St","Brighton","MA","(617) 779-8822","42.348877","-71.1523454","Restaurants",
"Early Bird Cafe","160","160 Plaistow Rd Ste 20","Plaistow","NH","(603) 382-2223","42.849469","-71.104816","Restaurants",
"Stephen Anthonys Seafood & Steakhouse","999","999 Boston Post Rd E","Marlborough","MA","(508) 460-9618","42.350921","-71.488438","Restaurants",
"Josephs Two","805","805 Main St","Waltham","MA","(781) 899-4754","42.376497","-71.242562","Restaurants",
"Deluxe Town Diner","627","627 Mount Auburn St","Watertown","MA","(617) 926-8400","42.370935","-71.158005","Restaurants",
"Zastigs Delicatessen","1298","1298 Worcester St","Natick","MA","(508) 653-1080","42.298482","-71.385426","Restaurants",
"Ugly Mug Diner","122","122 Washington St","Salem","MA","(978) 745-6844","42.5210647664537","-70.8958427468164","Restaurants",
"Mary Anne's Diner","4","4 Cobbetts Pond Rd","Windham","NH","(603) 965-3066","42.792701","-71.305105","Restaurants",
"IHOP","1378","1378 Boston Providence Tpke","Norwood","MA","(781) 769-6442","42.1664267","-71.1977464","Restaurants",
"Santoros Sub Villa","259","259 Essex St","Saugus","MA","(781) 233-0226","42.45797","-71.02296","Restaurants",
"IHOP","264B","264b N Broadway Ste 206","Salem","NH","(603) 870-9081","42.7943706800128","-71.2362863496595","Restaurants",
"IHOP","1850","1850 Soldiers Field Rd","Brighton","MA","(617) 787-0533","42.3586332","-71.1572974","Restaurants",
"Medway Cafe","74","74 Main St Unit 13","Medway","MA","(508) 533-6633","42.1515252","-71.412044","Restaurants",
"Stonebridge Cafe","1285","1285 Belmont St Ste 9","Brockton","MA","(508) 584-5200","42.059042","-71.068281","Restaurants",
"Square Cafe","150","150 North St","Hingham","MA","(781) 740-4060","42.2422601","-70.8898377","Restaurants",
"Miracle of Science Bar & Grill","321","321 Massachusetts Ave","Cambridge","MA","(617) 868-2866","42.3625797","-71.0985688","Restaurants",
"Narrow's Crossing Restaurant & Lounge","1","1 Narrows Rd","Wareham","MA","(508) 295-9345","41.756385","-70.711363","Restaurants",
"Sunnyside Cafe & Catering Co","24","24 Front St","Ashland","MA","(508) 881-9895","42.260712","-71.464181","Restaurants",
"Janie's Cafe","123","123 Nashua Rd Unit 23","Londonderry","NH","(603) 432-3100","42.8465909","-71.3602779","Restaurants",
"ML Shaw Country Kitchen","14","14 Loon Hill Rd Ste A","Dracut","MA","(978) 454-0800","42.672249","-71.294565","Restaurants",
"Village Pancake House","26","26 Main St","Rowley","MA","(978) 948-2211","42.707548","-70.881822","Restaurants",
"Butterfields Restaurant","372","372 Market St","Rockland","MA","(781) 871-2464","42.124271","-70.907279","Restaurants",
"Lendys Inc","653","653 Broadway","Saugus","MA","(781) 231-3180","42.4790415","-71.023128","Restaurants",
"Periwinkle Food Shoppe","540","540 Loring Ave","Salem","MA","(781) 599-5990","42.486415","-70.901139","Restaurants",
"Pret A Manger","101","101 Arch St Ste 105","Boston","MA","(617) 204-1085","42.354954","-71.059085","Restaurants",
"Cafe Luna","612","612 Main St","Cambridge","MA","(617) 576-3400","42.3627331519161","-71.09243194882","Restaurants",
"Port City Sandwich Co","40R","40r Merrimac St","Newburyport","MA","(978) 358-8628","42.8126199","-70.8720753","Restaurants",
"Black Sheep Pub & Grill","5","5 Central St","Peabody","MA","(978) 854-6780","42.5273296","-70.9268987","Restaurants",
"Man's Cafe","118","118 Park St","North Reading","MA","(978) 207-0322","42.5744319631816","-71.0728416846592","Restaurants",
"Bruegger's Bagels","41","41 Leonard St","Belmont","MA","(617) 484-4655","42.3971287","-71.1753004","Bagels Stores",
"Mad Marthas Cafe","51","51 Northern Blvd Ste 2","Newbury","MA","(978) 462-7707","42.802516","-70.809347","Restaurants",
"Mughals Indian Cuisine","184","184 Cambridge St","Burlington","MA","(781) 273-0111","42.511686","-71.200783","Restaurants",
"Salty Pig","130","130 Dartmouth St Ste 2","Boston","MA","(617) 536-6200","42.346393","-71.075844","Restaurants",
"Plate","27","27 Central Ave","Milton","MA","(617) 698-8900","42.2693892","-71.0734596","Restaurants",
"Bruegger's Bagels","253","253 Harvard St","Brookline","MA","(617) 566-3983","42.3411693","-71.1207686","Bagels Stores",
"Oak Street Cafe","300","300 Old Oak St","Pembroke","MA","(781) 829-0100","42.1088068939139","-70.7632812569119","Restaurants",
"Friendly Toast","121","121 Congress St","Portsmouth","NH","(603) 430-2154","43.076282","-70.759879","Restaurants",
"Blue Moon Grill","955","955 Main St","Wakefield","MA","(781) 245-4470","42.48202","-71.066127","Restaurants",
"Rosies Diner","27","27 Vinal Sq","North Chelmsford","MA","(978) 251-0520","42.639335","-71.383536","Restaurants",
"As Good As It Gets","35","35 Lowell St Ste 8","Wilmington","MA","(978) 988-3888","42.541707","-71.165211","Restaurants",
"Howard Street Diner","142","142 Howard St","Brockton","MA","(508) 586-5799","42.109375","-71.023068","Restaurants",
"Doo Wop Diner","269","269 Main St","Malden","MA","(781) 324-9441","42.423812","-71.067187","Restaurants",
"Anshur Restaurant","291","291 Roxbury St","Roxbury","MA","(617) 427-0599","42.330399","-71.094309","Restaurants",
"Sunnyside Cafe","150","150 W Center St","West Bridgewater","MA","(508) 584-8800","42.0173824","-71.0166551","Restaurants",
"Ferry Street Grille","108","108 Ferry St","Everett","MA","(617) 389-3900","42.40776","-71.046739","Restaurants",
"Kendall Kitchen","201","201 Broadway Ste 25","Cambridge","MA","(617) 225-7704","42.3663065","-71.0923815","Restaurants",
"Daily Harvest Cafe","103","103 High St","Danvers","MA","(978) 777-4123","42.55914","-70.930966","Restaurants",
"Omelette Factory","131","131 Rantoul St Ste 1","Beverly","MA","(978) 922-0494","42.5463875","-70.883878","Restaurants",
"Christophers Cafe & Catering Inc","2","2 Lewis St","Lynn","MA","(781) 596-2200","42.466775","-70.925441","Restaurants",
"Cafe Porto Bello","672","672 E Broadway Ste 1","South Boston","MA","(617) 269-7680","42.335798","-71.037634","Restaurants",
"Crossroads Cafe & Deli","216","216 Rockland St","Hanover","MA","(781) 826-9921","42.114636","-70.8204151","Restaurants",
"Montecristo Restaurant","146","146 Broadway","Somerville","MA","(617) 628-8458","42.388064","-71.084987","Restaurants",
"Cucina Mia Cafe & Deli","94","94 Washington St","Quincy","MA","(617) 479-1945","42.2508114","-70.9995516","Restaurants",
"Pho Da Lat Restaurant","1575","1575 Middlesex St","Lowell","MA","(978) 275-0022","42.6367059","-71.348347","Restaurants",
"The Nook Breakfast & Lunch","2","2 Locust St","Dover","NH","(603) 749-4673","43.1949471201512","-70.8751427284395","Restaurants",
"Monevasia Donuts Inc","312","312 Maple St","Marlborough","MA","(508) 460-6281","42.336445","-71.541293","Restaurants",
"Roasted Peppers","65","65 Main St","Maynard","MA","(978) 461-9932","42.4324018","-71.4530025","Restaurants",
"Tastefully Done Restaurant & Catering","1","1 University Ave Ste B","Westwood","MA","(781) 329-4155","42.2115326801282","-71.1498720042033","Restaurants",
"Grill Next Door","653","653 Broadway","Haverhill","MA","(978) 241-7337","42.784988","-71.127523","Restaurants",
"Kellys Restaurant","110","110 Washington St","Canton","MA","(781) 821-0099","42.141294","-71.148984","Restaurants",
"Cityside Diner","275","275 Cabot St","Beverly","MA","(978) 922-9080","42.5510481","-70.8781106","Restaurants",
"Stellas","558","558 Adams St","Milton","MA","(317) 698-2740","42.2583113","-71.0397706","Restaurants",
"Sandwich Works","827","827 Beacon St","Newton Center","MA","(617) 332-6777","42.3301660736369","-71.1948230079018","Restaurants",
"Dot 2 Dot Cafe","1739","1739 Dorchester Ave","Dorchester Center","MA","(617) 436-2368","42.2910673","-71.0630212","Restaurants",
"Blue Blinds Bakery","7","7 North St","Plymouth","MA","(508) 747-0462","41.9572156","-70.6645382","Restaurants",
"Creations Cafe","400","400 Main St","Wakefield","MA","(781) 246-2550","42.5034777","-71.0700517","Restaurants",
"Briannas Breakfast","100","100 Spring St Ste 3","Bridgewater","MA","(508) 279-6502","41.992819","-70.970718","Restaurants",
"Charlies Place","83","83 Bass Ave","Gloucester","MA","(978) 281-5002","42.6173832","-70.64131","Restaurants",
"Waffle House","283","283 Old Main St","Tewksbury","MA","(978) 640-9610","42.622943","-71.263874","Restaurants",
"Laudis Breakfast House","34","34 Broadway Rd","Dracut","MA","(978) 452-8767","42.6726182","-71.2958527","Restaurants",
"The Breakfast Club","270","270 Western Ave","Allston","MA","(617) 783-1212","42.3632499","-71.1335552","Restaurants",
"Grasshopper Cafe","229","229 Bunker Hill St","Charlestown","MA","(617) 242-0000","42.379473","-71.063295","Restaurants",
"Out of Asia Cafe & Grille","1268","1268 Broadway","Saugus","MA","(781) 231-3883","42.455061","-71.023344","Restaurants",
"IHOP","260","260 Providence Hwy","Dedham","MA","(781) 326-0719","42.2550605952397","-71.1707925391473","Restaurants",
"Seaglass Restaurant & Lounge","4","4 Ocean Front N","Salisbury","MA","(978) 462-5800","42.843468","-70.816143","Restaurants",
"Montecristo","116","116 Central Ave","Lynn","MA","(781) 593-1548","42.464245","-70.950176","Restaurants",
"Farmers Kitchen","444","444 Route 11","Farmington","NH","(603) 755-9900","43.3698561329385","-71.0452109227686","Restaurants",
"Tonia's Deli & General Store","246","246 E Water St","Rockland","MA","(781) 982-5671","42.1312153","-70.9071094","Restaurants",
"Wellesley North End Pizza","7","7 Washington St","Wellesley Hills","MA","(781) 237-3388","42.3253692","-71.259582","Restaurants",
"Sams Restaurant","146","146 Front St Ste 106","Scituate","MA","(781) 545-0050","42.195538","-70.724746","Restaurants",
"Maharajah","57","57 Jfk St","Cambridge","MA","(617) 547-2757","42.37212","-71.120892","Restaurants",
"Roselynn Ice Care LLC","153","153 Exeter Rd","Epping","NH","(603) 734-4199","43.030672","-71.048813","Restaurants",
"Anthony's Restaurant","800","800 Cummings Ctr Ste 147r","Beverly","MA","(978) 921-9200","42.561088","-70.887496","Restaurants",
"Station Diner","70","70 Union St","Newton Center","MA","(617) 244-2550","42.329504","-71.192599","Restaurants",
"Brant Rock Hop","269","269 Ocean St","Marshfield","MA","(781) 536-8483","42.0909966607776","-70.6445979245381","Restaurants",
"Gunther Tooties","1253","1253 Hancock St","Quincy","MA","(617) 471-1866","42.2520086","-71.004409","Restaurants",
"Sunnyside Cafe","866","866 N Main St","Randolph","MA","(781) 961-1700","42.1851743","-71.0553036","Restaurants",
"50's Diner","47","47 Legacy Blvd","Dedham","MA","(781) 326-1955","42.2338444","-71.1784575","Restaurants",
"View Restaurant & Tavern","357","357 W Squantum St","Quincy","MA","(617) 770-2500","42.2712989","-71.0401935","Restaurants",
"South End Pita","473","473 Albany St","Boston","MA","(617) 556-2600","42.3397706","-71.0649991","Restaurants",
"O BS Cafe","74","74 Billings Rd","Quincy","MA","(617) 472-2777","42.2743379","-71.0242349","Restaurants",
"Restaurant Bar & Grille","489","489 Main St","Woburn","MA","(781) 935-2511","42.4826152","-71.1506022","Restaurants",
"Grill Fifty Eight","284","284 Monponsett St","Halifax","MA","(781) 293-6665","41.9941453","-70.8439169","Restaurants",
"Regal Beagle","308","308 Harvard St","Brookline","MA","(617) 739-5151","42.343058","-71.123306","Restaurants",
"Millie's Lunch","535","535 Washington St","Whitman","MA","(781) 447-3344","42.0795567","-70.9367184","Restaurants",
"Bob's Muffin Shop","17","17 Union St","South Weymouth","MA","(781) 337-5028","42.1739277","-70.9510161","Restaurants",
"Swanton Street Diner","72","72 Swanton St","Winchester","MA","(781) 721-9666","42.4594911","-71.1323936","Restaurants",
"Corner Cafe","2000","2000 Ocean St","Marshfield","MA","(781) 837-8150","42.092148","-70.71031","Restaurants",
"Sunny Side Cafe","2","2 Jefferson Rd","Wilmington","MA","(978) 658-6779","42.5695977546364","-71.1588677813198","Restaurants",
"Guanachapis Restaurant","273","273 Moody St","Waltham","MA","(781) 788-8590","42.3715905","-71.2372063","Restaurants",
"Ernies Lunch LLC","458","458 Franklin St","Melrose","MA","(781) 662-5222","42.468614","-71.068313","Restaurants",
"Frannys","36","36 Lebanon St","Melrose","MA","(781) 388-9559","42.442552","-71.05165","Restaurants",
"Dempseys Muffins & Bagels II","438","438 Broadway","Everett","MA","(617) 389-4340","42.4072872","-71.0556412","Restaurants",
"Nikos Restaurant","948","948 Broad St","East Weymouth","MA","(781) 335-4423","42.21561","-70.922509","Restaurants",
"Mug-N-Muffin Breakfast","716","716 Washington St","Norwood","MA","(781) 762-8927","42.192102","-71.2018949","Restaurants",
"IHOP","200","200 Lynnway","Revere","MA","(781) 289-2425","42.4411522868484","-70.9670556947397","Restaurants",
"IHOP","540","540 Westgate Dr","Brockton","MA","(508) 521-6050","42.0914071325916","-71.05152","Restaurants",
"Cafe 26","26","26 Temple Pl","Boston","MA","(617) 292-2626","42.355401","-71.062047","Restaurants",
"Main Street Cafe","182","182 Main St","Marlborough","MA","(508) 485-7664","42.3465454315408","-71.5493957843872","Restaurants",
"Cafe Paolina Cucina Italiana","646","646 Humphrey St","Swampscott","MA","(781) 593-6455","42.4688413","-70.8995718","Restaurants",
"Sweetlife Bakery & Cafe","2243","2243 Dorchester Ave","Dorchester Center","MA","(617) 696-6510","42.273776","-71.067854","Restaurants",
"Dreamy Flavor Brunch & Restaurant","129","129 Broadway","Reading","MA","(617) 764-0337","42.52484","-71.1091","Restaurants",
"T S Cafe","228","228 Union St","Holbrook","MA","(781) 767-1579","42.1553488","-71.0189595","Restaurants",
"3 Little Figs","278","278 Highland Ave","Somerville","MA","(617) 623-3447","42.391764","-71.111904","Restaurants",
"Victoria Cafe Inc","23","23 Messenger St Ste 1","Plainville","MA","(508) 643-2220","42.008268","-71.30947","Restaurants",
"Pret A Manger USA Ltd","50","50 Post Office Sq Ste 102","Boston","MA","(617) 204-9587","42.3576305012812","-71.0562287128861","Restaurants",
"Simard's Place","501","501 Newburyport Tpke","Rowley","MA","(978) 948-7006","42.728319","-70.901879","Restaurants",
"Bw's Grill","843","843 Broadway","Revere","MA","(781) 629-3778","42.4182218917232","-71.0066122438677","Restaurants",
"Veggie Galaxy","450","450 Massachusetts Ave Ste 2","Cambridge","MA","(617) 497-1513","42.3635189","-71.101074","Restaurants",
"Twist Bakery & Cafe","30","30 Milliston Rd","Millis","MA","(508) 376-1163","42.1669513","-71.3541052","Restaurants",
"Cottage","47","47 Boylston St","Chestnut Hill","MA","(617) 916-5413","42.3225967","-71.1699838","Restaurants",
"Theos Cozy Corner Restaurant","162","162 Salem St Ste 1","Boston","MA","(857) 277-1619","42.366083","-71.055108","Restaurants",
"Chelmsford Diner","7","7 Summer St","Chelmsford","MA","(978) 455-0648","42.593962","-71.349044","Restaurants",
"Peabody Diner","10","10 Margin St","Peabody","MA","(978) 854-5800","42.5327126","-70.9138901","Restaurants",
"D & D Breakfast & Luncheon Shoppe","2","2 Man Mar Dr Unit 4","Plainville","MA","(508) 695-7865","42.009029","-71.305707","Restaurants",
"Paramount","44","44 Charles St","Boston","MA","(617) 720-1152","42.3572593","-71.0702076","Restaurants",
"Breakfast Nook","770","770 S Main St","Bellingham","MA","(508) 883-2442","42.049246","-71.486089","Restaurants",
"Sweet Spot Bakery","163","163 W Emerson St","Melrose","MA","(781) 665-3290","42.459426","-71.070617","Restaurants",
"Souper Roll Up Cafe","726","726 Cambridge St","Cambridge","MA","(617) 354-5810","42.3720475","-71.0888724","Restaurants",
"Sorella's","386","386 Centre St","Jamaica Plain","MA","(617) 524-2016","42.321764","-71.109597","Restaurants",
"Tournament Wharf Restaurant","1","1 Tournament Wharf","Newburyport","MA","(978) 462-7785","42.813875","-70.873676","Restaurants",
"17 State Street Cafe","17","17 State St","Newburyport","MA","(978) 948-3456","42.81056","-70.869785","Restaurants",
"Al Fresca Italian Ristorante","1768","1768 Main St Ste 3","Tewksbury","MA","(978) 851-3332","42.593275","-71.209489","Restaurants",
"Stowe Cafe","118","118 Great Rd","Stow","MA","(978) 897-9330","42.432846","-71.486315","Restaurants",
"Sunny's Restaurant","250","250 Calef Hwy","Lee","NH","(603) 292-6607","43.1305546","-71.0219065","Restaurants",
"Brothers Deli Restaurant","404","404 Main St","Wakefield","MA","(781) 245-5511","42.503305","-71.070032","Restaurants",
"Shawsheen Luncheonette","3","3 Lowell St","Andover","MA","(978) 475-9750","42.672125","-71.15123","Restaurants",
"America Baker's","22","22 College Ave","Somerville","MA","(617) 764-3262","42.3973368764968","-71.1219887215228","Restaurants",
"Leos Place Diner LLC","655","655 Main St","Waltham","MA","(781) 790-1307","42.3765032","-71.2365258","Restaurants",
"Donut Management Monevasia Donuts","312","312 Maple St","Marlborough","MA","(508) 460-9368","42.336445","-71.541293","Restaurants",
"Code Ten","1638","1638 Washington St","Boston","MA","(617) 375-6333","42.3379296","-71.0747036","Restaurants",
"Buds Taste Breakfast Luncheon","5","5 Rama Ln","Holbrook","MA","(781) 986-0257","42.1303633","-71.0062045","Restaurants",
"Zarape Restaurant","33","33 Maple St","Marlborough","MA","(508) 485-5502","42.345985","-71.543451","Restaurants",
"Friendesha Cafe","34","34 Rogers Rd","Haverhill","MA","(978) 241-4196","42.761001","-71.112277","Restaurants",
"Cork N Keg","4","4 Essex Dr","Raymond","NH","(603) 244-1573","43.035382","-71.161324","Restaurants",
"Urban Farmhouse Eatery","184","184 Lafayette Rd","North Hampton","NH","(603) 379-9965","42.9939846263366","-70.8172372941703","Restaurants",
"Bickford's","6","6 Cambridge St","Burlington","MA","(781) 272-2262","42.481553","-71.186534","Restaurants",
"Victoria's Kitchen Cafe","725","725 Lafayette Rd","Hampton","NH","(603) 926-2076","42.9479","-70.832121","Restaurants",
"Great Hill Maples","22","22 Hersey Ln","Newmarket","NH","(603) 659-3736","43.063918","-70.943369","Restaurants",
"Works Bakery Cafe","9","9 Congress St","Portsmouth","NH","(603) 431-4434","43.0768983415878","-70.7583171814908","Restaurants",
"East Side Restaurant","39","39 Main St","Millis","MA","(508) 376-2843","42.1802926","-71.3247595","Restaurants",
"Somebody's Place","38","38 Andover St","Andover","MA","(978) 475-2626","42.643777","-71.15415","Restaurants",
"Sailor Stan's","1","1 Wonson St","Gloucester","MA","(978) 281-4470","42.6048541","-70.6570843","Restaurants",
"5 South Main","5","5 S Main St","Cohasset","MA","(781) 383-3555","42.241052","-70.802673","Restaurants",
"Jimmy K's","101","101 Plaistow Rd","Haverhill","MA","(978) 377-0003","42.8146793934771","-71.1025649365786","Restaurants",
"IHOP","160","160 Washington St","Rochester","NH","(603) 948-1238","43.291301","-70.996251","Restaurants",
"Jimmy K's Restaurant","176","176 Old Ferry Rd","Methuen","MA","(978) 725-2535","42.75579","-71.149782","Restaurants",
"Evolutions Cafe","26","26 Forest St","Marlborough","MA","(508) 460-8915","42.331312","-71.571411","Restaurants",
"Mikos Cafe","912","912 Crescent St","Brockton","MA","(508) 588-7038","42.0806625","-70.9812383","Restaurants",
"Mindy's Breakfast","207","207 Belmont St","Brockton","MA","(508) 857-4425","42.0788739648312","-71.0283194824833","Restaurants",
"Maddies Bar and Grille","216","216 Rangeway Rd","North Billerica","MA","(978) 670-7777","42.568697","-71.3105623","Restaurants",
"Java Grind and Grill","125","125 Main St","Stoneham","MA","(781) 572-3078","42.493436","-71.101114","Restaurants",
"Maekha Thai","163","163 Squire Rd","Revere","MA","(781) 629-6981","42.4239744","-71.0095275","Restaurants",
"Iron-Town Diner","325","325 Main St","Saugus","MA","(781) 558-2070","42.4732202","-71.0355296","Restaurants",
"Wheelhouse","63","63 Broad St","Boston","MA","(617) 422-0082","42.3577511239338","-71.053899853854","Restaurants",
"Muffin House Cafe Inc","116","116 Main St Ste 203","Medway","MA","(508) 533-6655","42.1507497","-71.4173589","Restaurants",
"IHOP","570","570 Lafayette Rd Unit 301","Seabrook","NH","(603) 474-0512","42.891533","-70.871415","Restaurants",
"Little Commons","43","43 Washington St","Norwell","MA","(339) 469-1265","42.17407","-70.882171","Restaurants",
"Early Bird 2","287","287 Main St","Kingston","MA","(781) 585-5171","41.995166","-70.7412724","Restaurants",
"Christines Cafe","618","618 Salem St","Lynnfield","MA","(781) 596-2259","42.514812","-71.011416","Restaurants",
"Sweetgreen","800","800 Boylston St Spc 17","Boston","MA","(857) 753-4982","42.3482963792101","-71.0834282775152","Restaurants",
"Perkins Restaurant & Bakery","39","39 Perkins St","Lowell","MA","(855) 642-7427","42.6515437","-71.3149637","Restaurants",
"Mo's Place","1357","1357 Main St","Hanson","MA","(781) 293-2667","42.041312","-70.8894796","Restaurants",
"Paramount","667","667 E Broadway","South Boston","MA","(617) 269-9999","42.3354066","-71.037871","Restaurants",
"Bread Dreams","66","66 Market Sq","Lynn","MA","(781) 598-7132","42.4621925","-70.9653855","Restaurants",
"Tastefully Done","100","100 River Ridge Dr","Norwood","MA","(781) 762-1399","42.1767013","-71.1903003","Restaurants",
"Jahs See To Sea Breakfast","945","945 Concord St","Framingham","MA","(413) 353-1119","42.303475","-71.404407","Restaurants",
"Eli's Breakfast","12","12 Washington St","Natick","MA","(508) 545-0669","42.284774","-71.346597","Restaurants",
"IHOP","10","10 Shops At 5 Way","Plymouth","MA","(774) 773-7193","41.9305629","-70.6577261","Restaurants",
"Evergreen Eatery","154","154 Green St","Jamaica Plain","MA","(617) 477-9573","42.3104982","-71.1066402","Restaurants",
"Exodus Bagels","3346","3346 Washington St","Jamaica Plain","MA","(617) 323-3354","42.3094306","-71.104161","Restaurants",
"Fat Dog Kitchen","20","20 3rd St","Dover","NH","(603) 516-0106","43.1983601651335","-70.8752828279572","Restaurants",
"King Street Cafe on the Charles","39","39 Main St","Millis","MA","(508) 376-2843","42.1802926","-71.3247595","Restaurants",
"Zia Gianna - Italian Bakery & Caff","1739","1739 Dorchester Ave","Dorchester Center","MA","(617) 436-2368","42.2910673","-71.0630212","Restaurants",
"Perry's Plate","89","89 Main St","Andover","MA","(978) 409-1814","42.653899","-71.138997","Restaurants",
"Nick & Andy's Breakfast & Lunch","110","110 Newbury St Ste 13","Danvers","MA","(978) 304-1017","42.568299","-70.974826","Restaurants",
"Cyds Creative Kitchen","3","3 Tremont Rd","Wareham","MA","(508) 322-9924","41.7679968","-70.7315383","Restaurants",
"Blueberry Muffin","164","164 Summer St Ste G","Kingston","MA","(781) 936-8848","42.0085059","-70.732391","Restaurants",
"Mom's Kitchen","46","46 Commercial St","Gloucester","MA","(978) 282-4444","42.6103918","-70.6652528","Restaurants",
"Ball Square Laser","697","697 Broadway","Somerville","MA","(866) 625-2737","42.4000484","-71.112027","Restaurants",
"Dirty Water Dough Co","222","222 Newbury St Ste 1","Boston","MA","(617) 262-0090","42.3497964","-71.0811465","Restaurants",
"Peter's Sunrise Restaurant","320","320 Main St","Everett","MA","(617) 389-0833","42.411652","-71.063224","Restaurants",
"Poor Boys","136","136 Rockingham Rd","Londonderry","NH","(603) 432-8990","42.916603","-71.368545","Restaurants",
"Raffs Cafe","620","620 Primrose St Ste 5","Haverhill","MA","(978) 373-4376","42.7944184","-71.0897222","Restaurants",
"Granite St Cafe Inc","378","378 Granite St","Quincy","MA","(617) 328-7774","42.242088","-71.014977","Restaurants",
"Johnsons Drive-In","164","164 Boston Rd","Groton","MA","(978) 448-6840","42.5962006229185","-71.5563265641845","Restaurants",
"Red Wing Diner Inc","2235","2235 Providence Hwy","Walpole","MA","(508) 668-0453","42.1079017","-71.2502507","Restaurants",
"Bruegger's Bagels","2050","2050 Commonwealth Ave","Auburndale","MA","(617) 964-9508","42.3469751","-71.2450332","Bagels Stores",
"Lighthouse Cafe","20","20 High St","Medford","MA","(781) 391-0009","42.4181511","-71.1104646","Restaurants",
"Maxie's Delicatessen","117","117 Sharon St","Stoughton","MA","(781) 341-1662","42.1378812372544","-71.1479207210596","Restaurants",
"Tinys Restaurant","2","2 Groton School Rd","Ayer","MA","(978) 772-2917","42.569335","-71.592961","Restaurants",
"Bruegger's Bagels","360","360 Granite Ave","Milton","MA","(617) 698-6159","42.2589217","-71.0413368","Bagels Stores",
"Bruegger's Bagels","644","644 Beacon St","Boston","MA","(617) 262-7939","42.3494737","-71.0955719","Bagels Stores",
"Depot Diner","23","23 Enon St Ste 2","Beverly","MA","(978) 922-6200","42.5853157","-70.8841978","Restaurants",
"Reids Ultimate Breakfast","2021","2021 Main St","Brockton","MA","(508) 588-4960","42.0449598","-71.0109352","Restaurants",
"Villa House of Pizza","1367","1367 Massachusetts Ave","Arlington","MA","(781) 646-0202","42.424752","-71.184099","Restaurants",
"Tu Y Yo Mexican Restaurant","858","858 Broadway","Somerville","MA","(617) 623-5411","42.400696","-71.117613","Restaurants",
"James Breakfast More Inc","850","850 Franklin St Ste 3","Wrentham","MA","(508) 384-0017","42.074253","-71.359498","Restaurants",
"Portsmouth Book & Bar","40","40 Pleasant St","Portsmouth","NH","(603) 427-9197","43.07611","-70.757435","Restaurants",
"Bickford's","20","20 Nagog Park","Acton","MA","(978) 263-0442","42.5225363","-71.4336854","Restaurants",
"O'Malleys","201","201 Harvard St","Brookline","MA","(617) 232-8787","42.339669","-71.120765","Restaurants",
"Nate's at Front Beach","18","18 Beach St","Rockport","MA","(978) 546-0055","42.6592069","-70.6221437","Restaurants",
"Corner Office Gourmet","600","600 W Cummings Park Ste 1950","Woburn","MA","(781) 281-2662","42.495742","-71.127461","Restaurants",
"Finch","107","107 Merrimac St","Boston","MA","(617) 624-0202","42.3638983","-71.0624061","Restaurants",
"Haute Coffee","12","12 Walden St","Concord","MA","(978) 369-9900","42.4595255","-71.3504124","Restaurants",
"Winthrop Center Cafe","36","36 Woodside Ave","Winthrop","MA","(617) 846-6411","42.375076","-70.98678","Restaurants",
