Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description,
"Marias Restaurant","240","240 Quincy Ave","Braintree","MA","(781) 843-3730","42.229494","-70.971676","Restaurants",
"Leo's House of Pizza","192","192 Route 1","Newburyport","MA","(978) 462-1221","42.8005377774634","-70.8785480749988","Restaurants",
"Wardhurst Grille","31","31 Lynnfield St","Peabody","MA","(978) 531-9730","42.517179","-70.94629","Restaurants",
"Z O","92","92 State St Lbby 2","Boston","MA","(617) 227-0101","42.359252","-71.055336","Restaurants",
"Methuen House of Pizza","289","289 Merrimack St","Methuen","MA","(978) 689-4045","42.741525","-71.131247","Restaurants",
"Gyro Spot","421","421 Central Ave Ste 2","Dover","NH","(603) 343-4487","43.1967962","-70.8737539","Restaurants",
"Saloniki Greek","75","75 Mount Auburn St","Cambridge","MA","(617) 945-5074","42.3721794337426","-71.1186986804647","Restaurants",
"Post Road Pizza","554","554 Boston Post Rd E","Marlborough","MA","(508) 481-5550","42.348252","-71.507928","Restaurants",
"Boston House of Pizza","115","115 Galen St","Watertown","MA","(617) 924-2467","42.361004","-71.185753","Restaurants",
"Nicks Place","306","306 Central St","Saugus","MA","(781) 231-8100","42.4640825","-71.0093249","Restaurants",
"Olympos Bakery","216","216 Broadway St","Lowell","MA","(978) 452-3366","42.6441135","-71.3185274","Restaurants",
"Mythos Pizza","205","205 Bowdoin St","Dorchester","MA","(617) 282-9911","42.3051873","-71.0681112","Restaurants",
"G & P Pizzaria","692","692 Raymond Rd","Chester","NH","(603) 887-7123","42.982604","-71.208845","Restaurants",
"Tinos Pizza","22","22 Central Ave","Milton","MA","(617) 698-1500","42.269335","-71.072964","Restaurants",
"Broadway House of Pizza","424","424 Broadway","Chelsea","MA","(617) 884-7111","42.3924745","-71.0350901","Restaurants",
"New York Pizza-Theatre District","224","224 Tremont St Ste 1","Boston","MA","(617) 482-3459","42.351449","-71.064559","Restaurants",
"Jimmys Pizza & Subs","509","509 High St","Medford","MA","(781) 488-8020","42.421599","-71.134331","Restaurants",
"Newton Corner House of Pizza","127","127 Galen St","Watertown","MA","(617) 527-4220","42.3605851","-71.185717","Restaurants",
"Pizza Market","376","376 S Main St","Sharon","MA","(781) 784-2229","42.1076674","-71.1983779","Restaurants",
"1A Pizza Ltd","494","494 Walpole St","Norwood","MA","(781) 762-8066","42.1777609","-71.222052","Restaurants",
"Abington House of Pizza","198","198 North Ave","Abington","MA","(781) 982-9336","42.128191","-70.94257","Restaurants",
"Kendall House of Pizza","201","201 3rd St","Cambridge","MA","(617) 547-1790","42.367601","-71.0813359","Restaurants",
"Farm Grill & Rotisseria","40","40 Needham St","Newton Highlands","MA","(617) 964-7766","42.315765","-71.209789","Restaurants",
"Demos Restaurant","146","146 Lexington St","Waltham","MA","(781) 893-8359","42.381415","-71.237011","Restaurants",
"Stoneham Pizza","232","232 Main St Ste 2","Stoneham","MA","(781) 438-9800","42.486318","-71.099602","Restaurants",
"Athenian Corner Restaurant","207","207 Market St","Lowell","MA","(978) 458-7052","42.6448129","-71.312324","Restaurants",
"Cafe Nostimo","72","72 Mirona Rd Ste 21","Portsmouth","NH","(603) 436-3100","43.048111","-70.7747264","Restaurants",
"Esperia Grill","344","344 Washington St","Brighton","MA","(617) 254-8337","42.348923","-71.152894","Restaurants",
"Skewers Wood Grill","150F","150f New Boston St","Woburn","MA","(978) 863-0111","42.507510929766","-71.1449827161625","Restaurants",
"Aceituna Cafe","605","605 W Kendall St","Cambridge","MA","(617) 252-0702","42.3646404","-71.0818612","Restaurants",
"Weymouth House of Pizza","779","779 Broad St","East Weymouth","MA","(781) 337-6996","42.216031","-70.927056","Restaurants",
"Maugus Restaurant","300","300 Washington St","Wellesley Hills","MA","(781) 235-9647","42.312119","-71.274443","Restaurants",
"Gyro City Restaurant","88","88 Peterborough St","Boston","MA","(617) 266-4976","42.3431523","-71.0988422","Restaurants",
"Zoes","1105","1105 Massachusetts Ave Ste 7","Cambridge","MA","(617) 495-0055","42.370762","-71.113425","Restaurants",
"Stow House of Pizza","156","156 Great Rd","Stow","MA","(978) 897-0704","42.433663","-71.490252","Restaurants",
"Kastore Restaurant","100","100 Tyngsboro Rd","North Chelmsford","MA","(978) 251-4020","42.644464","-71.391492","Restaurants",
"Parthenon Restaurant","30","30 N Main St","Randolph","MA","(781) 986-8446","42.163498","-71.042242","Restaurants",
"Dimitrios Cuisine","272","272 Brookline St","Cambridge","MA","(617) 876-3272","42.357418","-71.107731","Restaurants",
"Santoros Pizza & Subs","1","1 Depot St Ste D","East Wareham","MA","(508) 295-4455","41.761345","-70.673641","Restaurants",
"Haverhill House of Pizza","249","249 Lincoln Ave","Haverhill","MA","(978) 373-6300","42.7627377","-71.0380697","Restaurants",
"Feisty Greek","38","38 Vanderbilt Ave Unit A","Norwood","MA","(781) 769-1982","42.1730174","-71.1938795","Restaurants",
"Beverly House of Pizza","24","24 Cabot St","Beverly","MA","(978) 922-8400","42.5415286","-70.8857447","Restaurants",
"Arlington Bakery","187","187 Massachusetts Ave","Arlington","MA","(781) 646-7444","42.4058221","-71.1419653","Restaurants",
"Ricos Pizza & Subs","1351","1351 Main St","Walpole","MA","(508) 668-0700","42.1342284","-71.2617182","Restaurants",
"Cedar Cafe","114","114 Main St","Norwell","MA","(781) 871-6747","42.157867","-70.838058","Restaurants",
"Norwell Pizzeria & Seafood","432","432 Washington St","Norwell","MA","(781) 659-1631","42.159348","-70.856134","Restaurants",
"Nicks Pizza & Seafood","1143","1143 Blue Hill Ave","Dorchester Center","MA","(617) 282-8805","42.28549","-71.091346","Restaurants",
"Greek Corner Restaurant","2366","2366 Massachusetts Ave","Cambridge","MA","(617) 661-5655","42.396356","-71.129574","Restaurants",
"Gios Roast Beef & Pizza","176","176 Middle St","East Weymouth","MA","(781) 335-1999","42.217725","-70.936621","Restaurants",
"Alexanders Pizza","180","180 Bedford St","Lexington","MA","(781) 862-3312","42.4589339","-71.2386442","Restaurants",
"Anthonys Pizza & Subs","754","754 Plain St","Marshfield","MA","(781) 837-4442","42.1066209","-70.747505","Restaurants",
"Paulys Pocket","51","51 Main St","Durham","NH","(603) 868-3110","43.1341699046007","-70.9267494242635","Restaurants",
"Centre Pizza","1255","1255 Worcester Rd","Framingham","MA","(508) 879-3100","42.298332531837","-71.4492062944925","Restaurants",
"Village Pizza & Subs","830","830 Crescent St","Brockton","MA","(508) 580-1920","42.081525103261","-70.9848422659664","Restaurants",
"Santorini","376","376 Revere Beach Blvd","Revere","MA","(781) 286-3200","42.422217","-70.9849747","Restaurants",
"Desfina Restaurant","202","202 3rd St","Cambridge","MA","(617) 868-9098","42.3677276","-71.0809197","Restaurants",
"Lake Williams Pizza Corporation","270","270 W Main St Ste 1","Marlborough","MA","(508) 485-2666","42.339666","-71.561096","Restaurants",
"Olympus Grille","132","132 Chief Justice Cushing Hwy","Cohasset","MA","(781) 923-1917","42.241995","-70.835901","Restaurants",
"Dimitrios House of Pizza","1750","1750 Dorchester Ave","Dorchester Center","MA","(617) 825-3340","42.290227","-71.062879","Restaurants",
"Athens Athens","642","642 Middle St","East Weymouth","MA","(781) 331-6344","42.2023804","-70.9433507","Restaurants",
"Kouzina Estiatorio","557","557 High St","Dedham","MA","(781) 467-0090","42.248139","-71.172354","Restaurants",
"Tasty Foods & Village Cafe","49","49 Lowell St","Peabody","MA","(978) 531-0101","42.5268319","-70.9294297","Restaurants",
"Mamas Place","764","764 Huntington Ave","Boston","MA","(617) 566-1300","42.333328","-71.105974","Restaurants",
"Nicks Place","70","70 Pauline St","Winthrop","MA","(617) 846-9800","42.3760973","-70.9861144","Restaurants",
"Olympic Pizza","15","15 Union St","South Weymouth","MA","(781) 335-5990","42.173929","-70.950875","Restaurants",
"Christinas Pizza","239","239 Lafayette St Ste 7","Salem","MA","(978) 744-0700","42.511339","-70.8916349","Restaurants",
"Captain Nemos","367","367 Centre St","Jamaica Plain","MA","(617) 971-0100","42.322505","-71.108626","Restaurants",
"Medway Restaurant","102","102 Main St","Medway","MA","(508) 533-7466","42.1513456","-71.4149677","Restaurants",
"West Newbury Pizza Co","282","282 Main St","West Newbury","MA","(978) 363-2920","42.795594","-70.996403","Restaurants",
"Village Pizza House","312","312 Washington St","Brookline","MA","(617) 731-4210","42.333208","-71.120041","Restaurants",
"D & E Pizza","618","618 Washington St","Canton","MA","(781) 828-1487","42.154099","-71.146134","Restaurants",
"Arsenal Pizza","76","76 School St","Watertown","MA","(617) 924-7686","42.364935","-71.166659","Restaurants",
"Big Beef - Roast Beef Gyro Wings","1399","1399 Main St","Millis","MA","(508) 376-9999","42.1593728","-71.3823848","Restaurants",
"75 Cafe","75","75 Kneeland St Lbby 1","Boston","MA","(617) 350-7575","42.3501961","-71.0606114","Restaurants",
