Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description,
"B GOOD","84","84 Summer St","Boston","MA","(617) 357-7192","42.353973","-71.0580213","Restaurants",
"House of Pizza","7","7 Atlantic Ave","Marblehead","MA","(781) 631-4898","42.500945","-70.855652","Restaurants",
"B GOOD","88","88 Mall Rd","Burlington","MA","(781) 229-0700","42.4864292","-71.2120793","Restaurants",
"Bonne Chance Cafe & Bakery","77","77 Canal St","Boston","MA","(617) 742-3115","42.3642143","-71.0595224","Restaurants",
"Code Ten","1638","1638 Washington St","Boston","MA","(617) 375-6333","42.3379296","-71.0747036","Restaurants",
"B GOOD","708","708 Legacy Pl","Dedham","MA","(781) 251-0222","42.231216","-71.177316","Restaurants",
"Kava Neotaverna","315","315 Shawmut Ave","Boston","MA","(857) 233-5488","42.342389","-71.070533","Restaurants",
"Alfredo Italian Kitchen","691","691 Cambridge St","Cambridge","MA","(617) 491-8292","42.3722388","-71.0881591","Restaurants",
"Hammersmith Sandwich Co","23","23 Fresh River Rd","Epping","NH","(603) 734-4325","43.030088","-71.070922","Restaurants",
"Galatas Food Systems","57","57 School St","Merrimac","MA","(978) 384-8163","42.829606","-71.000409","Restaurants",
"Evolutions Cafe","26","26 Forest St","Marlborough","MA","(508) 460-8915","42.331312","-71.571411","Restaurants",
"Sweet Green Boston LLC","659","659 Boylston St","Boston","MA","(617) 936-3464","42.350018","-71.078672","Restaurants",
"B GOOD","360","360 Longwood Ave","Boston","MA","(617) 879-9960","42.3389957","-71.1077106","Restaurants",
"Zest Mediterrian Cuisine LLC","1076","1076 Boylston St","Boston","MA","(617) 867-6767","42.3469496","-71.0879713","Restaurants",
"G C Gourmet","592","592 Essex St","Lawrence","MA","(978) 208-7214","42.704517","-71.168195","Restaurants",
"Woods Hill Table","24","24 Commonwealth Ave","Concord","MA","(978) 254-1435","42.456666","-71.393177","Restaurants",
"Energize","618","618 Washington St","Brighton","MA","(617) 903-3053","42.3504828","-71.168082","Restaurants",
"Vanderbilt Kitchen and Bar","105","105 Water St","Boston","MA","(617) 292-3355","42.357964","-71.054728","Restaurants",
"Sweetgreen Fenway","132","132 Brookline Ave","Boston","MA","(857) 233-2673","42.3450289","-71.10053","Restaurants",
"Meals By Litsa","7","7 Bourbon St","Peabody","MA","(978) 548-1135","42.5463216","-70.9792491","Restaurants",
"B GOOD","102","102 Central St","Wellesley","MA","(781) 772-1804","42.295703","-71.298031","Restaurants",
"B GOOD","359","359 Huntington Ave","Boston","MA","(857) 277-1693","42.3406773","-71.0896911","Restaurants",
"Proteinhouse","90","90 Apex Dr Ste D","Marlborough","MA","(508) 305-2552","42.3477","-71.5709","Restaurants",
"Honeygrow","100","100 Northern Ave","Boston","MA","(857) 350-3642","42.3523709","-71.0435409","Restaurants",
"Dig Inn","277","277 Washington St","Boston","MA","(617) 276-1000","42.357616","-71.058386","Restaurants",
"B GOOD","2","2 Park Plz Ste 216","Boston","MA","(617) 927-8333","42.3522873","-71.0671111","Restaurants",
"Delicioso","222","222 Broadway","Lawrence","MA","(978) 332-7343","42.707613","-71.1706747","Restaurants",
"HBM Healthy Kitchen","612","612 Broadway","Haverhill","MA","(978) 641-3827","42.784063","-71.1259929","Restaurants",
"Bestlife Meal Prep","41","41 Prince St","Danvers","MA","(978) 248-8866","42.5588014","-70.9624559","Restaurants",
"Carrot Flower","703","703 Centre St","Jamaica Plain","MA","(617) 942-8923","42.3116073","-71.1146112","Restaurants",
"The Remedy Exchange","41","41 Tuttle St","Wakefield","MA","(781) 245-2159","42.5025347","-71.0761066","Restaurants",
"B GOOD","1","1 Eliot St","Cambridge","MA","(617) 945-5485","42.3726822","-71.1212797","Restaurants",
"B GOOD","301","301 Washington St","Plainville","MA","(508) 576-4500","42.0321602470903","-71.3088212059693","Restaurants",
"B GOOD","1265","1265 Worcester St Ste 2","Natick","MA","(508) 397-4079","42.299741","-71.389221","Restaurants",
"Veggie Grill","57","57 Jfk St","Cambridge","MA","(617) 430-4004","42.37212","-71.120892","Restaurants",
"Blue Moon","8","8 Clifford St","Exeter","NH","(603) 778-6850","42.980218","-70.944768","Restaurants",
"Dorsis Bakery","197","197 Washington St Ste 2","Peabody","MA","(978) 532-0102","42.5211534","-70.9349823","Restaurants",
"Villa House of Pizza","1367","1367 Massachusetts Ave","Arlington","MA","(781) 646-0202","42.424752","-71.184099","Restaurants",
"Roccos Restaurant & Bar","193","193 Main St","Wilmington","MA","(978) 657-7361","42.558726","-71.182277","Restaurants",
"Viga","291","291 Devonshire St","Boston","MA","(617) 482-1113","42.354089","-71.058031","Restaurants",
"B GOOD","99","99 Turnpike St","North Andover","MA","(978) 681-9125","42.6766029174364","-71.1308265220966","Restaurants",
"Corner Office Gourmet","600","600 W Cummings Park Ste 1950","Woburn","MA","(781) 281-2662","42.495742","-71.127461","Restaurants",
"Grassy Roots","152","152 Main St","Wenham","MA","(978) 468-5200","42.604862","-70.885743","Restaurants",
"Nu Cafe","197","197 Washington St","Somerville","MA","(617) 764-2482","42.37986","-71.091528","Restaurants",
"B GOOD","301","301 3rd St","Cambridge","MA","(857) 285-6970","42.3643041","-71.0838947","Restaurants",
"Forno","293","293 Main St","Everett","MA","(781) 219-3092","42.4110261","-71.0625086","Restaurants",
"Dig Inn","82","82 Mount Auburn St","Cambridge","MA","(617) 904-4344","42.3721825","-71.1195982","Restaurants",
"B GOOD","4","4 Cummings Park","Woburn","MA","(781) 305-4186","42.4975404800367","-71.1242286099973","Restaurants",
"Irish Restraunt","432","432 Salem St","Medford","MA","(781) 350-4370","42.422797","-71.092","Restaurants",
"Brothers Roast Beef","293","293 Cypress St","Brookline","MA","(617) 739-5500","42.325484","-71.122345","Restaurants",
"Ipswich House of Pizza","18","18 Central St","Ipswich","MA","(978) 356-0100","42.6803","-70.838403","Restaurants",
"Peppys Pizzeria","165","165 Fort Ave","Salem","MA","(978) 744-9444","42.534633","-70.869762","Restaurants",
"Nick's Pizza Roast Beef & Subs","145","145 Summit St Ste 6","Peabody","MA","(978) 531-8747","42.5175423","-70.9524407","Restaurants",
"Pizza Maria","180","180 Oak St","Brockton","MA","(508) 559-0701","42.101428","-71.031494","Restaurants",
"Jenny's Pizza","320","320 Medford St","Charlestown","MA","(617) 242-9474","42.381258","-71.063014","Restaurants",
"B GOOD","92","92 Derby St","Hingham","MA","(781) 741-5393","42.178659","-70.909201","Restaurants",
"A Slice Above Pizza","264","264 Washington St","Pembroke","MA","(781) 829-1055","42.095066","-70.793878","Restaurants",
"Riverside Pizza","7","7 Needham St","Dedham","MA","(781) 329-3329","42.270409","-71.174315","Restaurants",
"Giovannis Pizza & Roast Beef Lake St","672","672 Lowell St","Peabody","MA","(978) 535-0293","42.549342","-71.006567","Restaurants",
"Giovannis House of Pizza","15","15 Lewis St","Lynn","MA","(781) 598-1418","42.467015","-70.9259019","Restaurants",
"Millis House of Pizza","915","915 Main St","Millis","MA","(508) 376-8500","42.166754","-71.360135","Restaurants",
"Village Fare Pizza & Roast Beef","8","8 Federal St","Billerica","MA","(617) 739-2774","42.543932","-71.278698","Restaurants",
"Taste of Italy Pizzeria Inc","136","136 Newbury St","Peabody","MA","(978) 587-3828","42.5364856","-70.9896355","Restaurants",
"B GOOD","168","168 Great Rd","Bedford","MA","(781) 457-6106","42.491117","-71.273395","Restaurants",
"Prime Pizza and more","175","175 Lafayette St","Salem","MA","(978) 594-4700","42.515351","-70.892375","Restaurants",
"Brothers Roast Beef & Seafood","89","89 Foster St","Peabody","MA","(978) 538-7333","42.5229203","-70.9304657","Restaurants",
"Great America Subs & Salads","44","44 Nashua Rd Unit 3","Londonderry","NH","(603) 434-9900","42.8664969","-71.3492829","Restaurants",
"Southside Pizza & Subs","617","617 Main St","Brockton","MA","(508) 586-5499","42.072946","-71.019091","Restaurants",
"The Juicery","30","30 Main St","Durham","NH","(603) 815-4164","43.1339879177666","-70.925261917948","Restaurants",
"Tossed","1","1 Post Office Sq Rear 3","Boston","MA","(617) 423-0700","42.3568280326145","-71.0558862208561","Restaurants",
"Fiores Bakery","55","55 South St","Jamaica Plain","MA","(617) 524-9200","42.307959","-71.115743","Restaurants",
"Lenas Sub Shop","9","9 Wenham St","Danvers","MA","(978) 774-8413","42.5864512","-70.9364764","Restaurants",
"D & D Pizza & Subs","135","135 Mount Auburn St","Watertown","MA","(617) 924-0999","42.3678022","-71.1787451","Restaurants",
"Winthrop House of Pizza","48","48 Revere St","Winthrop","MA","(617) 846-6669","42.382581","-70.980982","Restaurants",
"Papa Stelios Pizza","224","224 Bedford St","East Bridgewater","MA","(508) 378-3108","42.02707","-70.9583253913423","Restaurants",
"Freshii Boston","100","100 High St","Boston","MA","(857) 233-2674","42.35429","-71.055352","Restaurants",
"Revolution Juice","150","150 Huntington Ave Ste 8","Boston","MA","(857) 233-4313","42.3449273","-71.0817911","Restaurants",
"Dig Inn","557","557 Boylston St","Boston","MA","(617) 904-3711","42.350711","-71.076194","Restaurants",
"Middelton House Pizza","251","251 S Main St","Middleton","MA","(978) 777-4777","42.5763382","-70.9978977","Restaurants",
"Holbrook House of Pizza","31","31 N Franklin St","Holbrook","MA","(781) 767-3700","42.155334","-71.008224","Restaurants",
"Roslindale House of Pizza","4168","4168 Washington St","Roslindale","MA","(617) 327-9170","42.287829","-71.126395","Restaurants",
"Salem Food & Liquor Mart","331","331 Washington St","Dedham","MA","(781) 326-9820","42.249412","-71.172372","Restaurants",
"Windham Juction Country Store","128","128 N Lowell Rd","Windham","NH","(603) 434-7467","42.8422","-71.299275","Restaurants",
"Livite","1644","1644 Beacon St","Brookline","MA","(617) 396-8383","42.3394834","-71.1361642","Restaurants",
"Ipswich Catering","8","8 Hayward St","Ipswich","MA","(978) 356-6941","42.6742411","-70.842736","Restaurants",
"Pizza Center","47","47 Woodside Ave","Winthrop","MA","(617) 846-9158","42.3746052","-70.9869405","Restaurants",
"2nd Street Cafe","89","89 2nd St Ste 1","Cambridge","MA","(617) 661-1311","42.3685344","-71.079313","Restaurants",
"Rosie's Sub & Pizza Shop","305","305 Pond St","Braintree","MA","(781) 843-3168","42.198637","-71.021297","Restaurants",
"Lenas Sandwich Shop Inc","496","496 Lincoln Ave","Saugus","MA","(781) 233-9762","42.448468","-71.00927","Restaurants",
"Supreme House of Pizza & Subs","376","376 Centre St","Brockton","MA","(508) 588-0044","42.084189","-71.004778","Restaurants",
"Osborn Tavern","49","49 Maple St Ste 1b","Danvers","MA","(978) 304-4728","42.566924","-70.936385","Restaurants",
"Wichit Sandwich","244","244 Newbury St","Boston","MA","(857) 277-1708","42.3493858","-71.0823938","Restaurants",
"Moogys Sandwich Shop","154","154 Chestnut Hill Ave","Brighton","MA","(617) 254-8114","42.341551","-71.1542599","Restaurants",
"Blue Nile","389","389 Centre St","Jamaica Plain","MA","(617) 522-6453","42.322299","-71.109625","Restaurants",
"Anthony's East Side Deli","159","159 Massachusetts Ave","Arlington","MA","(781) 777-2033","42.4051403","-71.1411117","Restaurants",
"Thai Choice Restaurant","272","272 Main St","Gloucester","MA","(978) 281-8118","42.6152621","-70.6587332","Restaurants",
"Wicked Healthy","187","187 Summer St Ste 7","Kingston","MA","(781) 936-3903","42.01108","-70.73178","Restaurants",
"Thrive Cafe","169","169 Massachusetts Ave","Arlington","MA","(781) 777-1561","42.4053327","-71.1413566","Restaurants",
"Double GG Sub Shop","303","303 Grove St","Braintree","MA","(781) 843-6529","42.189975","-70.988066","Restaurants",
"Joe Pizza","634","634 High St","Medford","MA","(781) 648-5858","42.420514","-71.14126","Restaurants",
"Zorbas Pizza","39","39 N Main St","Randolph","MA","(781) 986-0120","42.163595","-71.041832","Restaurants",
"Spencers Pizza","123","123 Centre Ave","Abington","MA","(781) 871-2823","42.1059605","-70.9395323","Restaurants",
"Mikes House of Pizza","309","309 Main St","Hanson","MA","(781) 293-3591","42.0424357","-70.8532926","Restaurants",
"Joes Main Street Pizza","612","612 Main St","Winchester","MA","(781) 729-8088","42.453859","-71.137766","Restaurants",
"Ideal Sub Shop","522","522 Dudley St","Roxbury","MA","(617) 442-1560","42.32233","-71.072449","Restaurants",
"Royal Pizza & Subs","23","23 Washington St","Somerville","MA","(617) 776-8415","42.3821074","-71.0820775","Restaurants",
"Plum Tomatos & Brick Oven Pizza","145","145 Summit St","Peabody","MA","(978) 538-7586","42.5175423","-70.9524407","Restaurants",
"Crossing Boulevard Cafe","175","175 Crossing Blvd","Framingham","MA","(508) 820-3037","42.294801","-71.49177","Restaurants",
"Rossinis Pizzeria","418","418 Boston Post Rd","Sudbury","MA","(978) 579-0580","42.361499","-71.42134","Restaurants",
"Wrapture","280","280 Cabot St","Beverly","MA","(978) 524-7710","42.551082","-70.878644","Restaurants",
"Old Railroad Cafe","273","273 Willard St Ste 1","Quincy","MA","(617) 770-0441","42.246469","-71.0330177","Restaurants",
"Cottage Restaurant","18","18 Main St","Ayer","MA","(978) 772-2565","42.559315","-71.587825","Restaurants",
"Finagle-A-Bagel","77","77 Rowe St Ste 100","Auburndale","MA","(617) 726-1111","42.3476127534338","-71.241845912661","Restaurants",
"Busy Bee Pizza & Subs","40","40 Market St","Amesbury","MA","(978) 388-6883","42.858951","-70.929851","Restaurants",
"Duxbury Deli","12","12 Bay Rd","Duxbury","MA","(781) 934-2875","42.0232342189843","-70.6834831472433","Restaurants",
"Alamo Roast Beef & Seafood","21","21 Salem St","Medford","MA","(781) 396-2434","42.418239","-71.108643","Restaurants",
"Green Tomato","42","42 High St","Reading","MA","(781) 942-0540","42.522271","-71.107551","Restaurants",
"A K's Takeout","1427","1427 Tremont St","Roxbury Crossing","MA","(617) 541-0300","42.331857","-71.096332","Restaurants",
"Mikes Pizza","312","312 Union St","Rockland","MA","(781) 982-8887","42.1308409","-70.916064","Restaurants",
"Pauls Diner","6","6 Carlisle Rd Ste 1","Westford","MA","(978) 692-9269","42.56581","-71.422809","Restaurants",
"Lynnfield House of Pizza","18","18 Post Office Sq","Lynnfield","MA","(781) 593-1330","42.5149654744923","-71.0137862752892","Restaurants",
"Oak Hill Pizza","665","665 Saw Mill Brook Pkwy","Newton Center","MA","(617) 964-7009","42.2916571","-71.1860151","Restaurants",
"Tias Place","84","84 Spring St","Medford","MA","(781) 391-9000","42.415436","-71.093256","Restaurants",
"Chuck & Cheese House of Pizza","423","423 Washington St","Stoughton","MA","(781) 344-1919","42.1345039","-71.1023467","Restaurants",
"D & A House of Pizza","308","308 Watertown St","Newton","MA","(617) 527-0203","42.360953","-71.198881","Restaurants",
"Stoughton Pizza","875","875 Washington St","Stoughton","MA","(781) 344-7172","42.121653","-71.101832","Restaurants",
"Apollo Sub & Pizza Shop Inc","651","651 Washington St","Canton","MA","(781) 821-0114","42.1550525","-71.1451283","Restaurants",
"New England House of Pizza","133","133 Howard St","Braintree","MA","(781) 849-7771","42.23427","-70.980063","Restaurants",
"Casa Mia Restaurant","399","399 Main St","Melrose","MA","(781) 662-6777","42.452941","-71.066376","Restaurants",
"Pizza Connection Plus","41","41 Safford St","Quincy","MA","(617) 472-9090","42.270955","-71.030223","Restaurants",
"Checkmate Cafe","902","902 South St","Roslindale","MA","(617) 323-9994","42.2884730773472","-71.134739811765","Restaurants",
"Nick's & Angelo Pizza Place","2105","2105 Old Plymouth St","Bridgewater","MA","(508) 697-1948","41.9963240557522","-70.9005301400494","Restaurants",
"Willows","55","55 Main St","New Castle","NH","(603) 738-4327","43.0711453402076","-70.7157863800062","Restaurants",
"Amante Italian Pizzeria","392","392 Pleasant St","East Bridgewater","MA","(508) 586-1300","42.0409024","-70.983937","Restaurants",
"Middle Street Foods","25","25 Middle St","Newburyport","MA","(978) 465-4100","42.81029","-70.868655","Restaurants",
"Revive And Co Kitchen And Juice Bar","208","208 Main St","Weymouth","MA","(781) 803-6655","42.200081","-70.955186","Restaurants",
"Katie's Kitchen Inc","18","18 Bartlett Rd","Winthrop","MA","(617) 207-3856","42.3741824805169","-70.98668891244","Restaurants",
