Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description,
"Red Robin Gourmet Burgers and Brews","369","369 Washington St","Woburn","MA","(339) 298-7668","42.500251","-71.123761","Restaurants",
"Davios Northern Italian Steakhouse","250","250 Granite St","Braintree","MA","(781) 843-4810","42.2220443","-71.0227762","Restaurants",
"Davios Northern Italian Steakhouse","50","50 Liberty Dr","Boston","MA","(617) 261-4810","42.3543249","-71.0444795","Restaurants",
"Del Frisco's Grille","60","60 University Ave","Westwood","MA","(781) 801-1511","42.2105259","-71.1495122","Restaurants",
"Tomo Steakhouse","368","368 S Broadway","Salem","NH","(603) 458-1689","42.75131","-71.206561","Restaurants",
"Ober Easy Diner","416","416 Emerson Ave Unit 2","Hampstead","NH","(603) 329-3430","42.890634","-71.149708","Restaurants",
"New England Restaurant and Retail and Maintenance","400","400 W Cummings Park Ste 1050","Woburn","MA","(781) 305-3880","42.49683","-71.126255","Restaurants",
"Jose Villa LLC","125","125 Hampshire St","Lawrence","MA","(978) 655-1775","42.708443","-71.166266","Restaurants",
"Galante Restaurant","320","320 Village St","Medway","MA","(508) 533-4473","42.1408226","-71.4261652","Restaurants",
"Als Family Diner","500","500 Merrimack St","Methuen","MA","(978) 683-0920","42.753675","-71.129564","Restaurants",
"Punjab","485","485 Massachusetts Ave","Arlington","MA","(781) 643-0943","42.4153483","-71.1520381","Restaurants",
"Asia Treasures","399","399 High Plain St","Walpole","MA","(508) 668-8989","42.1405853","-71.2210307","Restaurants",
"Dave & Buster's","271","271 Mishawum Rd","Woburn","MA","(781) 496-4900","42.5028474914598","-71.1395061681338","Restaurants",
"Hammersmith Family Restaurant","330","330 Central St","Saugus","MA","(781) 233-8089","42.462723","-71.009379","Restaurants",
"Cracker Barrel Old Country Store","613","613 Main St","Hingham","MA","(781) 749-5001","42.215443","-70.885123","Restaurants",
"Apazidis Family Restaurant","194","194 E Grove St","Middleboro","MA","(508) 947-7776","41.866449","-70.874044","Restaurants",
"Milan Family Restaurant & Pizzeria","688","688 Rogers St","Lowell","MA","(978) 453-8596","42.630799","-71.280505","Restaurants",
"Rome Restaurant","4","4 E Central St","Franklin","MA","(508) 528-4740","42.0823231","-71.3970055","Restaurants",
"Ristorante Damiano","307","307 Hanover St","Boston","MA","(617) 742-0020","42.363883","-71.054158","Restaurants",
"Dracut Family Diner","1734","1734 Lakeview Ave Ste 10","Dracut","MA","(978) 674-9970","42.678376","-71.342202","Restaurants",
"Family House of Pizza","329","329 Maple St","Marlborough","MA","(508) 481-1322","42.335808","-71.542196","Restaurants",
"Bobolas Family Restaurant","1420","1420 Lakeview Ave","Dracut","MA","(978) 957-0065","42.672485","-71.33217","Restaurants",
"Daybreak Family Restaurant","337","337 W Center St","West Bridgewater","MA","(508) 583-5341","42.016824","-71.0280329","Restaurants",
"Lisa's Family Pizzeria","45","45 W Wyoming Ave","Melrose","MA","(781) 665-0233","42.452278","-71.069813","Restaurants",
"Hoaty's","682","682 Lafayette Rd","Hampton","NH","(603) 926-1198","42.946559","-70.833266","Restaurants",
"Medway Restaurant","102","102 Main St","Medway","MA","(508) 533-7466","42.1513456","-71.4149677","Restaurants",
"Family Fare Restaurant","474","474 Lowell St Ste 11","Peabody","MA","(978) 536-9049","42.5407793","-70.9734787","Restaurants",
"Fish Market","34","34 Atlantic Ave","Marblehead","MA","(781) 990-1109","42.499178","-70.85549","Restaurants",
"Chieftain Pub & Restaurant","23","23 Washington St","Plainville","MA","(508) 643-9031","42.002625","-71.324965","Restaurants",
"Jimmys Family Restaurant","279","279 Cambridge St Ste 15","Burlington","MA","(781) 270-6803","42.515284","-71.206092","Restaurants",
"Boston Restaurant Group","10","10 Lawrence Rd","Boxford","MA","(978) 887-9895","42.6645891810978","-71.0211098636202","Restaurants",
"Michael Difonzo","201","201 Market St","Lowell","MA","(978) 799-8713","42.6448059","-71.3122307","Restaurants",
